"case","biden_therm","trump_therm","age","race6","income","lostjob","econperc","pid7","abortion","female","religion"
226222,85,0,61,1,19,0,0,0,4,"female","Not religious"
226239,85,0,80,1,17,0,0.25,0,4,"female","Mainline Protestant"
226246,0,85,59,1,15,1,0,6,6,"not_female","Roman Catholic"
226253,85,0,68,1,1,1,0,0,7,"not_female","Not religious"
226260,85,0,50,1,22,0,0,3,7,"female","Other Christian"
226277,90,0,67,1,10,1,0,0,7,"female","Roman Catholic"
226291,65,0,27,4,1,0,0,2,6,"female","Not religious"
226307,70,0,28,6,9,1,0,2,7,"not_female","Not religious"
226314,70,0,67,1,16,1,0.75,1,7,"not_female","Roman Catholic"
226321,100,0,66,1,15,0,0,0,6,"female","Roman Catholic"
226338,0,100,42,1,1,0,1,5,4,"female","Other Christian"
226345,85,5,62,3,5,1,0,0,4,"female","Other Christian"
226352,70,0,37,3,11,0,0,0,4,"female","Not religious"
226376,85,0,47,1,22,0,0,0,7,"not_female","Mainline Protestant"
226383,0,90,52,1,17,1,0.25,6,4,"not_female","Undifferentiated Protestant"
226406,40,60,58,1,18,0,0.5,4,6,"female","Roman Catholic"
226413,0,85,73,1,1,1,0.25,6,1,"not_female","Other Christian"
226437,15,70,75,1,16,0,1,5,5,"female","Mainline Protestant"
226444,85,0,51,6,11,1,0,1,7,"female","Not religious"
226451,0,85,24,3,1,0,0.75,5,4,"female","Roman Catholic"
226482,100,0,71,1,16,0,0.25,3,4,"female","Roman Catholic"
226499,0,100,68,4,18,0,0.75,4,2,"not_female","Not religious"
226505,30,85,NA,1,NA,0,0.25,6,2,"female","Not religious"
226512,100,0,61,1,21,1,0.5,2,7,"female","Not religious"
226529,50,100,65,1,1,0,1,6,2,"not_female","Other Christian"
226536,0,100,80,1,5,0,1,6,4,"female","Roman Catholic"
226543,70,0,40,1,11,0,0.25,1,4,"not_female","Roman Catholic"
226550,70,0,57,1,11,0,0.5,3,7,"female","Roman Catholic"
226567,0,70,50,1,5,0,0.5,3,4,"female","Evangelical Protestant"
226581,30,70,80,1,2,0,0.5,4,5,"not_female","Evangelical Protestant"
226604,100,0,75,1,22,0,0,0,7,"not_female","Not religious"
226611,85,0,30,6,13,1,0.25,1,7,"female","Not religious"
226628,0,NA,65,1,19,0,0.25,6,3,"not_female","Roman Catholic"
226635,60,0,46,1,22,1,0,0,7,"not_female","Not religious"
226642,70,0,44,2,15,1,0,0,7,"not_female","Other Christian"
226659,70,0,35,1,22,0,0,0,7,"female","Other Christian"
226666,85,0,80,1,11,0,0,0,7,"female","Other religion"
226680,60,90,48,1,8,1,0.5,3,4,"not_female","Roman Catholic"
226697,0,100,39,1,16,0,0.75,6,2,"female","Evangelical Protestant"
226703,15,85,35,1,9,1,1,5,7,"female","Mainline Protestant"
226710,0,85,31,1,19,1,0.75,6,7,"female","Not religious"
226727,0,95,31,1,15,1,1,5,2,"not_female","Roman Catholic"
226734,30,60,25,6,3,1,0,1,7,"not_female","Not religious"
226741,30,70,30,1,2,0,1,5,4,"female","Mainline Protestant"
226758,70,30,75,1,10,0,0.25,3,7,"not_female","Mainline Protestant"
226765,5,95,62,1,20,0,0.5,4,4,"not_female","Mainline Protestant"
226772,100,0,72,1,14,1,0,0,7,"not_female","Not religious"
226789,85,0,44,3,22,1,0.25,4,6,"not_female","Other Christian"
226796,40,60,NA,1,13,1,0.25,3,7,"female","Roman Catholic"
226802,0,100,80,1,6,0,0.25,6,1,"not_female","Evangelical Protestant"
226819,0,30,79,1,18,0,0.25,4,1,"not_female","Roman Catholic"
226826,70,30,65,1,14,1,0,1,4,"female","Mainline Protestant"
226840,70,0,30,2,5,1,0,0,4,"female","Evangelical Protestant"
226857,70,15,44,1,2,1,0.25,2,6,"not_female","Evangelical Protestant"
226864,0,100,52,1,7,0,1,6,3,"not_female","Other Christian"
226871,15,70,47,1,15,0,0.25,4,3,"not_female","Mainline Protestant"
226895,70,0,56,1,17,1,0,0,7,"female","Evangelical Protestant"
226901,60,0,38,1,19,0,0,2,7,"female","Evangelical Protestant"
226918,70,0,24,1,5,1,0,0,7,"female","Not religious"
226925,70,15,32,2,19,1,0,1,4,"not_female","Evangelical Protestant"
226956,50,85,62,1,22,0,1,4,4,"not_female","Other Christian"
226963,15,60,36,1,21,0,0,5,1,"not_female","Evangelical Protestant"
226970,90,0,50,1,1,0,0,0,7,"female","Other religion"
226987,100,0,77,1,NA,1,0.5,3,4,"female","Roman Catholic"
227010,100,0,48,2,4,0,0,0,6,"female","Mainline Protestant"
227027,30,0,35,1,15,0,0,0,7,"female","Not religious"
227034,0,100,NA,1,10,0,0.5,5,3,"not_female","Mainline Protestant"
227058,70,0,59,4,16,0,0.5,1,6,"female","Other religion"
227065,40,45,43,1,20,1,0.5,4,4,"not_female","Roman Catholic"
227072,15,100,39,1,13,0,0.5,5,4,"not_female","Roman Catholic"
227096,85,0,55,1,21,1,0.25,1,6,"female","Roman Catholic"
227102,85,85,40,2,15,1,0.5,6,2,"not_female","Not religious"
227119,0,92,46,1,1,0,0.75,5,4,"female","Undifferentiated Protestant"
227126,30,NA,80,1,7,0,1,5,4,"not_female","Roman Catholic"
227133,70,0,41,1,9,0,0.25,0,6,"female","Other religion"
227157,0,NA,72,1,10,0,0.25,6,4,"female","Mainline Protestant"
227164,60,40,27,1,13,1,0.25,3,4,"female","Not religious"
227171,40,15,28,2,2,0,0.5,3,7,"female","Evangelical Protestant"
227188,70,0,80,1,8,0,0.25,0,6,"not_female","Undifferentiated Protestant"
227195,30,70,71,1,15,0,0.25,4,3,"not_female","Evangelical Protestant"
227201,65,15,44,1,4,0,0.25,2,6,"not_female","Other Christian"
227232,15,70,46,1,20,1,0.25,4,1,"not_female","Roman Catholic"
227249,0,60,42,1,22,0,0.25,6,7,"female","Roman Catholic"
227256,85,0,53,3,10,1,0,1,6,"female","Not religious"
227263,40,70,54,1,9,1,0.25,6,4,"not_female","Roman Catholic"
227270,40,40,36,1,19,0,0.5,4,3,"not_female","Not religious"
227287,60,0,50,1,7,0,0,3,4,"female","Roman Catholic"
227294,0,100,27,1,2,0,0.75,4,4,"not_female","Mainline Protestant"
227300,15,100,57,1,19,0,0.25,6,1,"not_female","Evangelical Protestant"
227324,0,60,28,1,16,0,0.75,5,4,"not_female","Other Christian"
227331,0,85,47,1,17,0,0.75,5,7,"female","Other Christian"
227348,15,100,61,1,1,0,1,6,1,"female","Undifferentiated Protestant"
227355,0,100,71,1,4,0,0.5,6,1,"not_female",NA
227362,85,0,62,2,16,0,0.25,0,6,"not_female","Not religious"
227393,5,0,22,1,12,0,0,2,7,"not_female","Not religious"
227409,60,0,63,1,13,0,0,1,4,"not_female","Mainline Protestant"
227423,90,0,71,1,20,0,0.25,0,7,"not_female","Not religious"
227430,NA,100,77,1,4,0,0.75,6,7,"female","Other Christian"
227447,85,0,65,1,4,0,0,0,6,"female","Other Christian"
227478,0,100,55,1,7,0,0.5,5,4,"not_female","Undifferentiated Protestant"
227485,100,15,44,2,4,1,0.25,0,2,"female","Evangelical Protestant"
227515,0,100,76,1,10,0,0.5,6,1,"female","Evangelical Protestant"
227522,85,0,61,1,18,0,0,0,7,"female","Roman Catholic"
227539,100,0,70,1,10,1,0.5,1,4,"not_female","Mainline Protestant"
227546,NA,NA,77,1,5,0,0.75,4,6,"not_female","Not religious"
227577,40,60,80,1,1,0,0.5,6,4,"not_female","Mainline Protestant"
227607,0,100,78,3,10,1,0.25,6,1,"female","Roman Catholic"
227614,15,60,54,6,11,0,0.25,5,4,"not_female","Not religious"
227621,0,85,71,4,16,0,0.75,3,4,"not_female","Not religious"
227645,40,70,45,1,10,0,0.25,1,7,"not_female","Not religious"
227652,75,0,34,6,15,1,0,1,7,"female","Other religion"
227669,70,0,40,3,15,1,0.25,0,6,"not_female","Roman Catholic"
227676,NA,NA,80,6,11,1,0,5,7,"female",NA
227683,40,0,33,1,22,1,0,2,7,"not_female","Not religious"
227690,0,90,53,1,16,1,0.5,5,4,"female","Mainline Protestant"
227706,15,85,66,1,14,0,0,3,6,"female","Mainline Protestant"
227720,100,0,37,3,10,0,0.5,1,6,"not_female","Roman Catholic"
227737,0,100,71,5,5,0,0.75,3,4,"not_female","Undifferentiated Protestant"
227744,85,0,47,2,14,1,0,0,4,"female","Other Christian"
227751,0,100,80,1,7,0,1,4,NA,"female","Roman Catholic"
227775,85,0,62,1,17,0,0,1,4,"female","Not religious"
227782,85,40,52,1,3,1,0.25,0,4,"not_female","Mainline Protestant"
227805,50,40,58,4,17,1,0,3,6,"not_female","Not religious"
227812,0,85,69,1,4,0,0.25,6,7,"female","Mainline Protestant"
227829,70,40,57,3,13,0,0.5,0,6,"not_female","Other Christian"
227836,40,65,45,1,22,0,0,5,4,"not_female","Mainline Protestant"
227843,30,100,55,5,6,0,0.25,4,6,"not_female","Roman Catholic"
227850,65,0,33,1,9,1,0,0,7,"female","Not religious"
227867,100,0,56,5,6,1,0,0,7,"not_female","Mainline Protestant"
227881,70,85,67,4,11,0,0.5,0,4,"not_female","Other religion"
227898,70,0,61,1,20,1,0,0,6,"not_female","Not religious"
227904,15,100,75,1,5,0,0.75,6,1,"female","Undifferentiated Protestant"
227911,70,0,37,3,8,1,0.25,2,6,"not_female","Not religious"
227928,90,0,23,1,9,1,0,0,7,"not_female","Mainline Protestant"
227935,70,0,43,4,20,1,0,0,7,"female","Not religious"
227942,85,0,48,1,15,0,0,0,1,"not_female","Roman Catholic"
227959,NA,70,80,1,7,0,0.25,4,1,"female","Roman Catholic"
227966,100,0,44,3,17,0,0.25,0,6,"female","Mainline Protestant"
227973,85,0,80,1,2,0,0,0,7,"female","Evangelical Protestant"
227980,50,50,41,1,16,0,0.25,3,3,"female","Roman Catholic"
227997,0,100,80,1,11,0,1,5,4,"not_female","Evangelical Protestant"
228006,15,85,69,1,8,1,0.75,6,4,"female","Mainline Protestant"
228013,0,30,37,1,8,0,0,4,2,"female","Not religious"
228020,85,0,53,1,20,1,0,1,4,"female","Jewish"
228037,NA,NA,46,2,1,1,0.5,0,4,"not_female","Other religion"
228044,85,0,40,1,14,1,0,0,7,"not_female","Mainline Protestant"
228051,70,0,26,6,18,1,0,1,7,"female","Mainline Protestant"
228068,0,100,55,1,14,0,1,6,1,"not_female","Evangelical Protestant"
228075,15,85,73,1,16,0,0,4,7,"not_female","Not religious"
228082,100,0,50,1,1,1,0,0,7,"female","Evangelical Protestant"
228099,40,75,63,4,1,0,0.5,1,4,"not_female","Not religious"
228112,85,15,58,3,10,0,0,0,4,"not_female","Roman Catholic"
228129,65,0,40,1,4,1,0,2,7,"female","Not religious"
228136,70,0,63,1,21,0,0,0,7,"female","Jewish"
228143,0,100,34,6,17,1,0.5,3,6,"female","Not religious"
228150,0,100,77,1,13,0,0.25,6,1,"not_female","Evangelical Protestant"
228167,100,0,68,1,11,0,0,0,6,"female","Not religious"
228181,0,100,66,5,7,0,0.5,6,1,"not_female","Not religious"
228198,85,30,39,1,3,0,0.5,1,4,"female","Not religious"
228204,85,0,31,2,4,1,0,0,4,"female","Evangelical Protestant"
228211,100,0,67,2,15,0,1,0,7,"female","Evangelical Protestant"
228228,85,30,78,1,7,0,0.25,3,4,"not_female","Mainline Protestant"
228242,15,90,49,1,12,0,0.75,6,2,"not_female","Roman Catholic"
228259,20,85,43,1,21,0,0.25,6,1,"not_female","Undifferentiated Protestant"
228266,15,100,38,1,9,1,0.5,6,4,"not_female","Other religion"
228280,70,0,51,1,10,1,0,1,7,"female","Mainline Protestant"
228297,85,0,33,1,21,0,0,1,7,"female","Other Christian"
228303,30,100,60,1,6,0,0.5,6,1,"not_female","Evangelical Protestant"
228327,85,0,60,1,16,1,0,0,7,"not_female","Not religious"
228334,0,85,50,1,21,0,0,3,7,"female","Not religious"
228341,0,100,45,1,19,1,0,6,1,"female","Evangelical Protestant"
228358,70,30,73,6,12,0,0,1,6,"female","Not religious"
228365,60,70,64,1,5,0,0.5,0,6,"not_female","Other Christian"
228372,95,0,31,2,11,0,0.25,0,3,"female","Black Protestant"
228389,25,75,35,1,8,0,0.25,3,1,"not_female","Other Christian"
228396,40,70,29,1,11,1,0.25,4,6,"not_female","Roman Catholic"
228402,60,70,47,1,21,1,0.5,5,4,"not_female","Other Christian"
228419,100,0,34,3,21,1,0,3,4,"female","Roman Catholic"
228457,0,100,31,1,20,0,0.5,6,1,"not_female","Evangelical Protestant"
228471,0,100,63,1,19,0,0.25,6,1,"female","Undifferentiated Protestant"
228495,80,0,36,1,17,1,0,2,7,"not_female","Not religious"
228501,70,0,41,1,18,1,0,2,7,"female","Not religious"
228525,85,30,80,1,8,0,0.25,0,7,"not_female","Not religious"
228532,60,0,53,1,20,0,0.25,2,7,"not_female","Not religious"
228549,15,85,55,1,12,0,1,6,6,"not_female","Mainline Protestant"
228556,100,0,54,2,10,1,0,0,4,"not_female","Mainline Protestant"
228563,70,0,67,4,8,1,0,0,7,"not_female","Not religious"
228587,100,0,61,1,1,0,0.5,0,4,"female","Undifferentiated Protestant"
228594,50,50,25,1,17,0,1,5,4,"female","Mainline Protestant"
228600,0,100,NA,1,NA,0,1,6,1,"female","Evangelical Protestant"
228617,70,0,63,1,4,0,0,3,4,"female","Evangelical Protestant"
228624,85,0,43,1,14,0,0,0,4,"female","Undifferentiated Protestant"
228648,30,85,53,1,21,0,1,6,4,"female","Mainline Protestant"
228662,15,70,64,1,16,0,0.25,6,4,"female","Other religion"
228679,0,85,NA,NA,NA,0,NA,6,NA,"female","Mainline Protestant"
228686,50,50,NA,3,1,1,0.25,3,6,NA,NA
228693,0,100,56,1,20,1,1,6,4,"not_female","Mainline Protestant"
228709,70,0,41,1,22,0,0.5,0,7,"not_female","Not religious"
228716,0,100,35,1,19,0,1,6,1,"not_female","Undifferentiated Protestant"
228723,60,0,78,1,11,0,0.5,3,7,"not_female","Evangelical Protestant"
228730,100,0,54,1,15,1,0.5,1,4,"not_female","Other Christian"
228747,85,0,65,2,4,0,0,0,4,"not_female","Not religious"
228754,30,85,36,1,16,0,0.25,5,6,"female","Mainline Protestant"
228761,45,70,59,6,17,0,0,5,4,"not_female","Other Christian"
228785,0,100,61,1,21,0,1,6,1,"not_female","Other Christian"
228792,85,15,39,6,2,1,0.25,0,4,"female","Not religious"
228808,40,70,33,1,5,1,1,5,4,"female","Roman Catholic"
228815,75,0,43,2,10,0,0.25,0,7,"female","Other Christian"
228822,60,0,27,4,17,0,0.25,2,4,"not_female","Undifferentiated Protestant"
228839,100,0,34,2,8,0,0,0,4,"female","Evangelical Protestant"
228853,0,100,73,1,7,0,0.5,6,4,"female","Undifferentiated Protestant"
228860,100,0,34,2,17,0,0,2,7,"not_female","Evangelical Protestant"
228877,0,100,60,1,1,0,0,6,1,"not_female","Mainline Protestant"
228884,30,NA,50,1,21,0,0.5,4,4,"not_female","Evangelical Protestant"
228907,60,0,NA,NA,NA,1,0,3,7,"female",NA
228914,30,85,48,1,10,0,0.5,5,3,"not_female","Other Christian"
228921,13,100,71,1,14,1,1,6,7,"not_female","Mainline Protestant"
228938,70,0,23,3,13,1,0,0,4,"female","Roman Catholic"
228945,0,70,33,1,13,0,0.25,5,6,"not_female","Other Christian"
228969,100,0,65,1,2,1,0,0,7,"female",NA
228983,0,60,22,1,16,1,0.75,6,3,"female","Mainline Protestant"
228990,85,50,54,4,11,0,0.5,1,5,"not_female","Other religion"
229016,15,100,NA,1,NA,0,0.75,4,1,"female","Undifferentiated Protestant"
229030,100,0,51,2,17,0,0,0,7,"female","Mainline Protestant"
229047,0,100,52,1,12,0,1,6,4,"not_female","Other Christian"
229054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229061,85,0,64,1,22,0,NA,0,7,"female","Other religion"
229078,85,0,55,3,22,1,0.25,2,6,"female","Roman Catholic"
229085,100,0,41,1,15,1,0,0,7,"female","Undifferentiated Protestant"
229092,0,85,37,1,18,1,0.75,6,4,"not_female","Roman Catholic"
229115,70,0,43,1,18,0,0.25,1,3,"female","Undifferentiated Protestant"
229139,0,100,76,1,21,1,0.25,4,4,"not_female","Roman Catholic"
229146,15,70,72,1,15,0,0,4,6,"not_female","Mainline Protestant"
229153,0,70,37,1,22,1,0.25,4,4,"not_female","Undifferentiated Protestant"
229160,NA,NA,59,1,4,1,0,3,4,"not_female","Mainline Protestant"
229177,85,0,50,3,4,0,0.25,1,4,"female","Undifferentiated Protestant"
229184,0,100,57,1,18,0,0.75,6,4,"not_female","Roman Catholic"
229207,70,0,44,1,19,1,0,2,7,"female","Not religious"
229221,60,0,38,1,17,0,0,2,7,"female","Other religion"
229238,0,75,39,1,14,0,0.5,6,4,"not_female","Evangelical Protestant"
229245,100,0,28,6,2,0,0.25,0,4,"not_female","Not religious"
229269,35,75,42,3,NA,0,0.25,4,4,"not_female","Other Christian"
229276,0,85,63,1,15,0,1,6,4,"not_female","Roman Catholic"
229283,NA,0,77,1,10,0,0,2,7,"female","Not religious"
229290,30,70,59,1,2,0,0.25,3,4,"not_female","Other religion"
229306,0,100,64,3,14,0,1,4,1,"female","Roman Catholic"
229313,50,0,75,1,11,0,0,3,6,"female","Roman Catholic"
229337,85,0,60,1,15,0,0,0,7,"not_female","Mainline Protestant"
229368,75,50,25,3,15,1,0.75,1,6,"not_female","Roman Catholic"
229382,0,100,75,1,19,0,0.5,6,4,"female","Other Christian"
229399,15,90,27,3,11,1,1,6,3,"not_female","Roman Catholic"
229405,0,85,NA,3,18,0,1,4,1,"not_female","Evangelical Protestant"
229412,0,95,37,1,10,0,0.25,6,4,"female","Roman Catholic"
229429,0,70,25,1,1,1,0.25,2,4,"female","Other Christian"
229436,40,80,66,1,16,1,0,4,7,"female","Mainline Protestant"
229443,100,0,64,2,7,1,0.75,0,7,"not_female","Evangelical Protestant"
229450,100,0,60,1,NA,0,0,0,7,"female","Other Christian"
229467,40,40,26,1,11,1,0.5,3,7,"female","Evangelical Protestant"
229474,NA,NA,69,1,21,1,0,0,7,"female","Jewish"
229481,60,49,21,3,19,0,0,2,5,"not_female","Evangelical Protestant"
229498,50,60,67,5,10,0,0.25,6,2,"female","Evangelical Protestant"
229542,40,5,23,1,19,0,0,1,6,"not_female","Not religious"
229559,0,100,62,1,10,0,0.75,6,2,"not_female","Undifferentiated Protestant"
229566,50,60,63,1,14,0,0.5,4,1,"female","Evangelical Protestant"
229573,70,0,39,2,7,0,0,0,4,"female","Other Christian"
229597,15,85,80,1,15,0,0.25,4,4,"not_female","Not religious"
229603,20,60,23,1,9,1,0.5,5,2,"not_female","Mainline Protestant"
229610,NA,NA,72,1,2,0,0,0,1,"female","Roman Catholic"
229627,0,100,51,1,17,1,1,6,1,"female","Evangelical Protestant"
229634,70,0,62,2,7,1,0,0,7,"female","Black Protestant"
229641,30,85,49,1,20,0,0.5,6,4,"not_female","Evangelical Protestant"
229658,15,100,64,1,19,0,0.5,5,4,"not_female","Undifferentiated Protestant"
229665,50,70,50,1,3,0,0.5,3,4,"female","Other Christian"
229672,0,100,39,1,2,1,0.5,6,4,"female","Evangelical Protestant"
229689,50,60,46,3,15,0,0.5,4,4,"female","Not religious"
229696,50,60,34,1,17,1,0.5,5,7,"not_female","Not religious"
229719,0,40,54,1,NA,1,0,6,4,"female","Mainline Protestant"
229726,100,0,61,1,1,1,0,5,6,"female","Roman Catholic"
229733,0,100,64,1,16,0,0.25,6,1,"female","Other Christian"
229740,NA,85,62,1,1,0,0.75,4,7,"not_female","Evangelical Protestant"
229757,60,15,35,1,18,0,0.25,4,7,"not_female","Not religious"
229764,85,0,43,1,5,0,0.25,0,7,"female","Roman Catholic"
229771,0,85,58,1,1,0,0.25,1,4,"female","Other Christian"
229788,70,15,68,1,15,0,0,0,6,"not_female","Roman Catholic"
229818,85,0,78,1,4,0,0.25,5,7,"female","Mainline Protestant"
229825,0,85,48,1,15,0,0.25,5,2,"not_female","Undifferentiated Protestant"
229832,85,0,80,1,12,0,0.25,5,6,"not_female","Mainline Protestant"
229849,60,0,46,1,19,0,0,6,7,"female","Not religious"
229856,70,0,71,1,10,0,0,2,4,"not_female","Roman Catholic"
229863,70,15,64,1,1,0,0,2,4,"not_female","Evangelical Protestant"
229870,40,15,23,1,17,0,0.75,1,7,"female","Not religious"
229887,0,0,44,1,19,0,0,3,4,"female","Evangelical Protestant"
229894,0,100,50,1,18,0,0.25,6,1,"female","Other Christian"
229917,60,15,27,1,19,0,0,6,7,"not_female","Not religious"
229924,0,100,54,1,1,1,1,6,2,"female","Other Christian"
229931,50,0,45,1,1,1,0.5,3,7,"not_female","Other Christian"
229955,30,70,68,1,14,1,0.5,5,4,"female","Mainline Protestant"
229962,15,100,23,1,1,1,0.5,3,1,"female","Not religious"
229979,90,0,23,1,16,0,0.25,0,5,"not_female","Roman Catholic"
229986,NA,30,77,1,2,0,0,3,4,"female","Not religious"
229993,100,NA,72,2,11,0,0,2,7,"female","Black Protestant"
230023,0,100,71,1,10,0,0,6,4,"female","Evangelical Protestant"
230030,15,70,71,1,22,0,0.5,4,1,"not_female","Mainline Protestant"
230047,15,85,56,1,17,0,0.5,6,2,"female","Evangelical Protestant"
230054,0,100,NA,1,1,0,0.5,6,NA,"female","Other Christian"
230061,0,85,NA,NA,NA,NA,0.75,3,1,"not_female","Other Christian"
230078,0,100,62,1,16,0,0.5,6,7,"not_female","Roman Catholic"
230092,50,15,35,1,14,1,0,5,7,"not_female","Roman Catholic"
230108,100,0,70,2,15,1,0,0,4,"female","Evangelical Protestant"
230115,0,85,29,1,13,1,0.25,5,1,"female","Roman Catholic"
230146,15,100,71,1,6,0,0.5,3,4,"female","Roman Catholic"
230153,0,100,36,1,13,0,0.25,3,4,"not_female","Not religious"
230177,15,85,66,1,5,0,0.5,3,4,"not_female","Not religious"
230184,86,0,58,6,11,1,0,2,7,"female","Jewish"
230191,85,15,71,3,10,0,0.25,2,7,"female","Mainline Protestant"
230214,100,0,42,2,1,0,0.25,4,1,"female","Mainline Protestant"
230238,15,100,77,1,3,0,1,6,1,"female","Undifferentiated Protestant"
230269,0,60,43,1,13,0,0,3,6,"female","Not religious"
230276,40,60,59,1,10,0,0.25,2,4,"female","Other Christian"
230283,70,15,32,1,21,0,0,1,4,"female","Other Christian"
230306,15,70,66,1,5,1,0.5,6,4,"female","Mainline Protestant"
230320,25,65,61,1,19,1,0.25,5,4,"not_female","Undifferentiated Protestant"
230337,40,60,80,1,NA,1,0,3,6,"female","Jewish"
230351,90,0,42,1,22,1,0.25,5,7,"not_female","Mainline Protestant"
230375,100,0,80,1,21,1,0,0,7,"not_female","Mainline Protestant"
230382,100,0,43,1,7,0,0,1,7,"female","Roman Catholic"
230399,85,0,72,1,11,0,0,0,6,"not_female","Other Christian"
230405,70,0,80,1,NA,0,0.25,1,6,"not_female","Other religion"
230436,40,15,35,1,17,0,0,4,1,"female","Other Christian"
230443,0,85,52,6,13,0,0.75,4,4,"not_female","Not religious"
230467,50,70,73,4,17,0,0.25,0,7,"not_female","Other religion"
230474,85,0,55,1,20,1,0.25,2,7,"female","Not religious"
230498,40,15,35,1,1,0,0.5,5,4,"female","Other Christian"
230504,15,100,59,1,7,1,1,5,4,"female","Evangelical Protestant"
230511,50,0,55,3,15,0,0,0,7,"not_female","Roman Catholic"
230528,60,0,38,2,18,0,0,0,7,"female","Other religion"
230535,85,15,51,1,16,0,0.25,0,6,"female","Mainline Protestant"
230542,100,0,69,1,NA,1,0,0,7,"female","Other Christian"
230566,0,100,33,1,4,0,0.75,6,4,"female","Other Christian"
230580,0,100,74,1,4,0,0.5,6,1,"female","Mainline Protestant"
230634,0,75,32,1,17,0,1,6,1,"female","Evangelical Protestant"
230641,0,85,79,1,9,1,0,4,4,"female","Mainline Protestant"
230658,70,0,76,3,5,0,0,0,7,"not_female","Roman Catholic"
230665,0,90,70,1,1,0,0.5,6,1,"female","Other Christian"
230672,85,0,62,1,7,0,0.25,0,7,"female","Mainline Protestant"
230689,70,0,60,1,10,0,0.25,2,2,"not_female","Not religious"
230702,50,50,35,1,1,0,0.5,3,4,"not_female","Not religious"
230726,85,30,40,1,10,0,0,5,5,"female","Mainline Protestant"
230740,70,0,80,1,11,0,0.5,2,7,"female","Not religious"
230757,NA,70,40,1,4,0,0,5,1,"female","Mainline Protestant"
230771,0,90,25,1,6,1,1,6,NA,"not_female","Undifferentiated Protestant"
230788,35,80,43,1,9,1,0.5,6,4,"female","Evangelical Protestant"
230795,50,50,59,1,21,1,0.5,5,6,"not_female","Jewish"
230801,70,15,57,1,7,0,0.25,0,7,"female","Jewish"
230825,NA,NA,80,5,1,0,0,3,6,"not_female","Mainline Protestant"
230832,50,50,80,1,8,1,1,1,4,"female","Mainline Protestant"
230849,70,50,70,3,6,0,1,0,7,"female","Roman Catholic"
230870,100,0,38,1,22,1,0,0,7,"not_female","Other Christian"
230887,0,100,73,1,11,1,1,6,1,"not_female","Roman Catholic"
230894,85,0,47,1,21,1,0.25,2,7,"not_female","Roman Catholic"
230900,70,70,37,1,17,0,0.5,3,4,"not_female","Not religious"
230917,0,100,48,1,7,0,0.5,6,4,"not_female","Roman Catholic"
230924,0,100,33,1,15,0,0.75,6,7,"female","Other Christian"
230931,0,85,65,1,16,0,0.75,5,4,"not_female","Other Christian"
230955,70,0,60,1,9,0,0.5,4,1,"female","Evangelical Protestant"
230962,100,0,67,3,18,0,0.25,0,7,"female","Roman Catholic"
230979,70,50,NA,3,1,0,0.25,0,4,"not_female","Roman Catholic"
230986,70,0,72,1,7,1,0.5,4,4,"not_female","Roman Catholic"
231002,100,0,22,1,10,1,0.25,0,4,"female","Other religion"
231019,70,0,55,1,13,0,0,1,5,"female","Evangelical Protestant"
231026,60,40,62,1,NA,0,0.25,5,2,"not_female","Undifferentiated Protestant"
231033,85,0,38,1,22,1,0.5,5,5,"not_female","Mainline Protestant"
231040,0,100,52,1,6,0,0.5,6,4,"female","Evangelical Protestant"
231057,60,30,45,1,22,0,0.5,2,7,"female","Mainline Protestant"
231064,0,100,40,6,1,0,1,5,4,"not_female","Not religious"
231071,0,100,68,1,5,0,0.5,6,1,"female","Mainline Protestant"
231088,10,80,53,1,3,0,0.25,6,2,"female","Undifferentiated Protestant"
231095,100,0,63,6,16,1,0,0,7,"not_female","Other Christian"
231118,0,85,80,1,10,0,1,6,1,"female","Other Christian"
231149,100,0,55,1,15,0,0,0,4,"female","Not religious"
231194,0,85,71,1,6,0,0.25,6,1,"female","Mainline Protestant"
231200,70,0,62,1,20,1,0,1,7,"female","Other Christian"
231217,85,0,64,1,17,1,0,0,6,"female","Roman Catholic"
231224,100,0,62,1,21,0,0,0,7,"female","Mainline Protestant"
231231,85,0,41,2,1,1,0,2,2,"female","Mainline Protestant"
231255,0,0,24,1,1,0,0,5,4,"not_female","Not religious"
231262,0,95,71,1,8,0,1,6,4,"female","Evangelical Protestant"
231279,60,30,39,3,18,0,0.25,2,6,"female","Undifferentiated Protestant"
231286,85,50,39,3,NA,1,0,3,2,"female","Roman Catholic"
231293,30,60,NA,1,NA,0,0.5,5,4,"not_female","Undifferentiated Protestant"
231309,40,60,56,1,9,0,0.5,5,3,"not_female","Evangelical Protestant"
231323,0,100,51,1,7,0,0.5,6,4,"female","Other Christian"
231347,0,70,79,1,6,0,0.75,4,1,"female","Other Christian"
231354,85,NA,35,1,22,1,0,0,7,"female","Roman Catholic"
231361,15,85,39,1,15,0,0.25,4,2,"not_female","Other Christian"
231378,85,0,73,2,15,0,0.5,0,7,"female","Evangelical Protestant"
231385,70,30,49,1,4,1,0.25,2,6,"female","Not religious"
231392,75,0,44,1,19,1,0,3,6,"female","Not religious"
231408,100,0,57,4,20,0,0,0,7,"female","Other religion"
231415,70,0,22,1,5,0,0.5,2,4,"not_female","Not religious"
231422,85,0,80,1,21,0,0.25,2,6,"female","Jewish"
